Rank,Team,Won,Lost,Tied,PF,PA,Rating
1169,FREDONIA,2,8,0,763,823,93.074
1170,SALVE REGINA,3,8,0,826,852,93.033
1171,ELMIRA,4,5,0,687,729,93.033
1172,GRACE CHRISTIAN (MI),0,8,0,504,741,93.029
1173,GRACELAND (IA),0,1,0,54,81,93.017
1174,EAST. MENNONITE,3,8,0,719,775,92.992
1175,NORTHWEST INDIAN,0,11,0,644,1161,92.990
1176,BARCLAY,0,8,0,482,820,92.977
1177,SUNY MORRISVILLE,5,4,0,685,636,92.946
1178,PURCHASE,4,8,0,805,885,92.938
1179,SOUTHWESTERN (TX),1,12,0,781,997,92.889
1180,IMMACULATA,5,10,0,988,1131,92.871
1181,CALVARY,0,2,0,69,226,92.816
1182,SUNY BROCKPORT,2,7,0,690,768,92.800
1183,KEUKA,3,5,0,557,607,92.792
1184,CHAMPION CHRIS.,0,8,0,535,853,92.792
1185,P.R.-BAYAMON,0,8,0,520,688,92.765
1186,S'WESTERN ADVENTIST,0,4,0,257,449,92.747
1187,TEX. A&M-TEXARKANA,0,1,0,54,92,92.741
1188,MID-ATLANTIC CHRIST.,0,6,0,344,545,92.718
1189,UMSV,4,7,0,808,880,92.695
1190,FISK,0,2,0,135,199,92.692
1191,JWU (PROVIDENCE),2,10,0,738,928,92.687
1192,MARIAN (IN),0,1,0,63,78,92.655
1193,BUFFALO ST.,2,7,0,602,636,92.639
1194,TRINITY (FL),0,1,0,58,130,92.599
1195,GOUCHER,2,9,0,717,906,92.576
1196,ANNA MARIA,4,8,0,841,969,92.570
1197,WILLIAM PEACE,2,11,0,772,1022,92.564
1198,WESTMINSTER (PA),3,8,0,775,817,92.507
1199,ARK. BAPTIST,0,5,0,305,407,92.487
1200,ST. MARY (KS),0,1,0,68,100,92.478
1201,LAGRANGE,4,11,0,1076,1191,92.451
1202,P.R.-RIO PIEDRAS,0,5,0,285,393,92.439
1203,WASHINGTON COL.,5,9,0,797,931,92.413
1204,WILLIAMS BAPTIST,0,3,0,157,275,92.398
1205,PENN COLLEGE,5,8,0,985,1005,92.397
1206,METHODIST,4,7,0,748,764,92.390
1207,NOBEL,0,10,0,549,927,92.377
1208,CENT. CHRISTIAN BIB.,2,4,0,426,559,92.339
1209,LEMOYNE-OWEN,1,13,0,967,1059,92.298
1210,WENTWORTH,1,10,0,797,885,92.256
1211,LUTHER,1,11,0,717,860,92.170
1212,REDEEMER ANCAS. (CAN),0,1,0,65,106,92.164
1213,OLD WESTBURY,5,6,0,787,840,92.150
1214,KENT ST.-TUSCARAWAS,0,5,0,347,475,92.073
1215,MERCHANT MARINE,5,7,0,762,837,92.055
1216,EMMANUEL (MA),1,11,0,817,1025,92.039
1217,SIMPSON (CA),0,3,0,197,249,92.028
1218,PENN ST.-MONT ALTO,0,2,0,123,161,92.027
1219,STANTON,0,3,0,169,239,91.966
1220,WILBERFORCE,0,2,0,122,145,91.941
1221,BELMONT ABBEY,1,7,0,506,594,91.934
1222,MUW,4,9,0,810,907,91.917
1223,FITCHBURG ST.,3,9,0,844,889,91.900
1224,MILLSAPS,2,12,0,914,1047,91.832
1225,PENN ST.-BERKS,3,8,0,787,922,91.826
1226,KUYPER,0,4,0,223,370,91.819
1227,SUNY DELHI,5,9,0,938,1065,91.760
1228,HENDRIX,2,12,0,916,1178,91.749
1229,EARLHAM,0,13,0,881,1129,91.607
1230,THOMAS (ME),3,8,0,858,962,91.593
1231,BLACKBURN,1,11,0,836,1063,91.569
1232,HAVERFORD,3,8,0,870,935,91.534
1233,CHEYNEY,0,7,0,409,683,91.533
1234,TENN. SOUTHERN,0,1,0,69,89,91.528
1235,EAST-WEST U.,0,10,0,556,1004,91.516
1236,TAYLOR (IN),0,1,0,43,107,91.516
1237,LANGARA (CAN),0,2,0,114,175,91.515
1238,STERLING (KS),0,1,0,63,86,91.422
1239,ANA G. MÉNDEZ (PR),0,1,0,90,97,91.393
1240,ST. JOSEPH'S (L.I.),2,11,0,833,1066,91.390
1241,SIMMONS (KY),0,3,0,186,281,91.378
1242,ME.-FORT KENT,0,4,0,273,360,91.343
1243,SUNY COBLESKILL,4,6,0,695,755,91.320
1244,MORRIS,0,4,0,250,487,91.319
1245,PENN ST.-SCRANTON,0,2,0,91,196,91.265
1246,ALMA,0,11,0,708,939,91.251
1247,CLINTON,0,1,0,76,86,91.169
1248,VALLEY FORGE,6,8,0,994,1074,91.164
1249,TOCCOA FALLS,0,8,0,512,729,90.997
1250,PENN ST.-SCHUYLKILL,1,7,0,560,726,90.971
1251,MINN.-MORRIS,2,9,0,780,903,90.936
1252,MANHATTANVILLE,5,7,0,825,864,90.906
1253,PENN ST.-NEW KENS.,0,2,0,144,196,90.905
1254,BRY. & STRAT. (OH) USCAA,0,1,0,56,92,90.860
1255,BEACON COL.,0,1,0,60,114,90.821
1256,NORTHLAND,0,12,0,663,1114,90.818
1257,TEXAS COL.,0,2,0,133,170,90.750
1258,ROSEMONT,3,11,0,811,1061,90.741
1259,PENN ST.-DU BOIS,0,5,0,391,514,90.722
1260,IU COLUMBUS,0,1,0,44,100,90.719
1261,SAINT ELIZABETH,3,11,0,1004,1180,90.712
1262,BRY. & STRAT. (BUF.),0,2,0,142,166,90.658
1263,PENN ST.-GR ALLEGHENY,0,2,0,130,207,90.633
1264,SUNY POTSDAM,1,7,0,547,658,90.603
1265,GREAT LAKE CHRISTIAN,0,3,0,189,327,90.596
1266,DOUGLAS (CAN),0,10,0,560,1019,90.560
1267,TRINITY BIBLE (ND),0,1,0,68,81,90.538
1268,OAKWOOD,0,3,0,216,299,90.487
1269,ST. JOSEPH'S (BRKLN),4,7,0,692,809,90.479
1270,REGENT,1,12,0,937,1197,90.466
1271,PENN ST.-FAYETTE,0,5,0,320,517,90.466
1272,BERKELEY (NY),0,1,0,85,97,90.449
1273,LYCOMING,2,9,0,805,928,90.439
1274,ALFRED ST.,2,10,0,805,983,90.386
1275,COLBY-SAWYER,2,11,0,893,1103,90.326
1276,MESSIAH,1,10,0,662,829,90.295
1277,ECCLESIA,0,8,0,415,915,90.265
1278,MCLA,2,10,0,830,969,90.255
1279,MARANATHA BAPTIST,1,10,0,762,1003,90.163
1280,YORK (NY),2,8,0,692,944,90.132
1281,JARVIS CHRISTIAN,0,1,0,48,85,90.055
1282,SUNY CANTON,0,9,0,580,750,90.050
1283,WESTMINSTER (MO),1,12,0,816,1063,89.984
1284,VTSU LYNDON,4,9,0,985,1263,89.931
1285,GALLAUDET,1,11,0,789,1012,89.885
1286,JWU (CHARLOTTE),0,10,0,676,854,89.868
1287,LESLEY,2,9,0,798,956,89.821
1288,MIAMI-MIDDLETOWN,0,4,0,241,438,89.677
1289,VTSU-JOHNSON,3,9,0,910,1086,89.628
1290,CALTECH,0,12,0,669,1018,89.605
1291,GREENSBORO,1,10,0,638,752,89.596
1292,HOLY CROSS (IN),0,1,0,37,105,89.555
1293,PENN ST. BRANDYWINE,3,10,0,772,925,89.551
1294,VTSU CASTLETON,1,9,0,659,764,89.469
1295,MT. ST. MARY (NY),1,11,0,717,1028,89.242
1296,CAROLINA CHRISTIAN,0,14,0,764,1495,89.230
1297,NEW ENGLAND COL.,2,9,0,757,865,89.188
1298,PENN ST.-SHENANGO,0,7,0,440,629,89.133
1299,HUNTER,2,9,0,743,894,88.924
1300,JUNIATA,0,11,0,615,802,88.879
1301,PENN ST.-BEAVER,0,3,0,182,280,88.862
1302,PENSACOLA CHRISTIAN,0,2,0,147,161,88.776
1303,WELCH,0,4,0,301,428,88.767
1304,CHRISTENDOM,0,3,0,160,234,88.428
1305,CAPILANO (CAN),0,1,0,45,100,88.338
1306,CURRY,1,10,0,715,988,88.270
1307,ELMS,1,12,0,808,1083,88.256
1308,DAYSPRING BIBLE,0,1,0,68,107,88.155
1309,BRY. & STRAT. (ROC.),0,1,0,98,105,87.987
1310,MEDGAR EVERS,2,11,0,810,1019,87.968
1311,PROVIDENCE-MANITOBA,0,1,0,41,83,87.839
1312,PENN ST.-ABINGTON,0,12,0,743,1057,87.773
1313,WARREN WILSON,1,13,0,965,1274,87.682
1314,ALBANY PHARMACY,0,1,0,45,72,87.671
1315,HARTWICK,0,9,0,676,776,87.616
1316,ME.-AUGUSTA,0,6,0,381,603,87.604
1317,PORTLAND BIBLE,0,6,0,210,572,87.552
1318,FAITH BAPT. BIBLE,0,3,0,188,270,87.521
1319,PENN ST.-LEHIGH VAL.,0,3,0,164,240,87.309
1320,PENN ST.-YORK,0,2,0,127,173,87.053
1321,PAUL SMITHS,0,3,0,215,267,86.331
1322,FIVE TOWNS,0,1,0,67,77,86.039
1323,NAVAJO TECH,0,3,0,96,422,85.835
1324,SOUTHEASTERN BAPT.,0,2,0,89,190,85.835
1325,PRATT,0,11,0,638,826,85.619
1326,SUNY ESF,0,3,0,212,269,84.190
1327,PATRICK HENRY,0,1,0,69,98,84.106
1328,OAK HILLS CHRISTIAN,0,2,0,109,171,83.671
1329,APPALACHIAN BIBLE,0,1,0,47,84,80.159
